196,Теплицька територіальна громада,Громада,UA0504023
197,Тростянецька територіальна громада,Громада,UA0504025
198,Чечельницька територіальна громада,Громада,UA0504027
178,Джуринська територіальна громада,Громада,UA0506003
180,Копайгородська територіальна громада,Громада,UA0506007
181,Мурафська територіальна громада,Громада,UA0506009
182,Северинівська територіальна громада,Громада,UA0506011
183,Станіславчицька територіальна громада,Громада,UA0506013
184,Шаргородська територіальна громада,Громада,UA0506015
170,Бабчинецька територіальна громада,Громада,UA0508001
171,Вендичанська територіальна громада,Громада,UA0508003
172,м. Могилів-Подільський та Могилів-Подільська територіальна громада,Громада,UA0508005
173,Мурованокуриловецька територіальна громада,Громада,UA0508007
174,Чернівецька територіальна громада,Громада,UA0508009
175,Ямпільська територіальна громада,Громада,UA0508011
176,Яришівська територіальна громада,Громада,UA0508013
32,Тульчинський район,Район,UA0510
199,Брацлавська територіальна громада,Громада,UA0510001
200,Вапнярська територіальна громада,Громада,UA0510003
34,Хмільницький район,Район,UA0512
214,Самгородоцька територіальна громада,Громада,UA0512013
215,Уланівська територіальна громада,Громада,UA0512015
216,м. Хмільник та Хмільницька територіальна громада,Громада,UA0512017
332,м. Дніпро та Дніпровська територіальна громада,Громада,UA1202001
333,Китайгородська територіальна громада,Громада,UA1202003
334,Любимівська територіальна громада,Громада,UA1202005
335,Ляшківська територіальна громада,Громада,UA1202007
337,Могилівська територіальна громада,Громада,UA1202011
340,Обухівська територіальна громада,Громада,UA1202017
341,Петриківська територіальна громада,Громада,UA1202019
342,Підгородненська територіальна громада,Громада,UA1202021
344,Слобожанська територіальна громада,Громада,UA1202025
345,Солонянська територіальна громада,Громада,UA1202027
346,Сурсько-Литовська територіальна громада,Громада,UA1202029
347,Царичанська територіальна громада,Громада,UA1202031
348,Чумаківська територіальна громада,Громада,UA1202033
293,Божедарівська територіальна громада,Громада,UA1204001
295,Верхньодніпровська територіальна громада,Громада,UA1202001
294,Верхівцівська територіальна громада,Громада,UA1204003
297,м. Вільногірськ та Вільногірська територіальна громада,Громада,UA1204009
299,Затишнянська територіальна громада,Громада,UA1204013
301,Криничанська територіальна громада,Громада,UA1204017
302,Лихівська територіальна громада,Громада,UA1204019
304,Саксаганська територіальна громада,Громада,UA1204023
271,Апостолівська територіальна громада,Громада,UA1206001
272,Вакулівська територіальна громада,Громада,UA1206003
273,Глеюватська територіальна громада,Громада,UA1206005
274,Гречаноподівська територіальна громада,Громада,UA1206007
275,Грушівська територіальна громада,Громада,UA1206009
276,Девладівська територіальна громада,Громада,UA1206011
277,Зеленодольська територіальна громада,Громада,UA1206013
278,Карпівська територіальна громада,Громада,UA1206015
280,Лозуватська територіальна громада,Громада,UA1206019
282,Новолатівська територіальна громада,Громада,UA1206023
283,Новопільська територіальна громада,Громада,UA1206025
284,Софіївська територіальна громада,Громада,UA1206027
349,м. Марганець та Марганецька територіальна громада,Громада,UA1208001
350,Мирівська територіальна громада,Громада,UA1208003
351,м. Нікополь та Нікопольська територіальна громада,Громада,UA1208005
354,м. Покров та Покровська територіальна громада,Громада,UA1208009
353,Покровська територіальна громада,Громада,UA1208009
290,м. Тернівка та Тернівська територіальна громада,Громада,UA1212009
291,Троїцька територіальна громада,Громада,UA1212011
324,Губиниська територіальна громада,Громада,UA1210001
325,Личківська територіальна громада,Громада,UA1210003
326,Магдалинівська територіальна громада,Громада,UA1210005
328,Перещепинська територіальна громада,Громада,UA1210009
329,Піщанська територіальна громада,Громада,UA1210011
327,м. Самар та Самарівська територіальна громада,Громада,UA0706035
330,Черкаська територіальна громада,Громада,UA1210013
331,Чернеччинська територіальна громада,Громада,UA1210015
305,Брагинівська територіальна громада,Громада,UA1214001
306,Васильківська територіальна громада,Громада,UA1214003
307,Великомихайлівська територіальна громада,Громада,UA1214005
308,Дубовиківська територіальна громада,Громада,UA1214007
309,Зайцівська територіальна громада,Громада,UA1214009
312,Межівська територіальна громада,Громада,UA1214015
316,Петропавлівська територіальна громада,Громада,UA0702017
317,Покровська територіальна громада,Громада,UA1208009
319,Роздорська територіальна громада,Громада,UA1214029
320,м. Синельникове та Синельниківська територіальна громада,Громада,UA1214031
321,Славгородська територіальна громада,Громада,UA1214033
323,Українська територіальна громада,Громада,UA1214037
383,Бахмутська територіальна громада,Громада,UA1402001
384,Званівська територіальна громада,Громада,UA1402003
385,Світлодарська територіальна громада,Громада,UA1402005
387,Соледарська територіальна громада,Громада,UA1402009
388,Торецька територіальна громада,Громада,UA1402011
389,Часовоярська територіальна громада,Громада,UA1402013
390,Великоновосілківська територіальна громада,Громада,UA1404001
391,Волноваська територіальна громада,Громада,UA1404003
392,Вугледарська територіальна громада,Громада,UA1404005
393,Комарська територіальна громада,Громада,UA1404007
394,Мирненська територіальна громада,Громада,UA1404009
395,Ольгинська територіальна громада,Громада,UA1404011
396,Старомлинівська територіальна громада,Громада,UA1404013
397,Хлібодарівська територіальна громада,Громада,UA1404015
414,Вуглегірська міська громада,Громада,UA1406001
416,Дебальцівська міська громада,Громада,UA1406005
418,Жданівська міська громада,Громада,UA0512003
419,Сніжнянська міська громада,Громада,UA1406011
420,Хрестівська міська громада,Громада,UA1406013
421,Чистяківська міська громада,Громада,UA1406015
422,Шахтарська міська громада,Громада,UA1406017
417,м. Єнакієве та Єнакієвська міська громада,Громада,UA1406007
403,Амвросіївська міська громада,Громада,UA1408001
404,Донецька міська громада,Громада,UA1408003
406,м. Макіївка та Макіївська міська громада,Громада,UA1408007
407,Харцизьк міська громада,Громада,UA1408009
408,Ясинуватська міська громада,Громада,UA1408011
405,Іловайська міська громада,Громада,UA1408005
409,Бойківська селищна громада,Громада,UA1410001
410,Докучаєвська міська громада,Громада,UA1410003
411,Кальміуська міська громада,Громада,UA1410005
375,м. Краматорськ та Краматорська територіальна громада,Громада,UA1412009
378,Новодонецька територіальна громада,Громада,UA1408003
380,Святогірська територіальна громада,Громада,UA1412019
382,Черкаська територіальна громада,Громада,UA1210013
373,Іллінівська територіальна громада,Громада,UA1412005
398,Кальчицька територіальна громада,Громада,UA1414001
399,Мангушська територіальна громада,Громада,UA1414003
400,м. Маріуполь та Маріупольська територіальна громада,Громада,UA1414005
402,Сартанська територіальна громада,Громада,UA1414009
357,Авдіївська територіальна громада,Громада,UA1416001
358,Білозерська територіальна громада,Громада,UA1416003
359,Гродівська територіальна громада,Громада,UA1416005
360,Добропільська територіальна громада,Громада,UA1416007
361,Криворізька територіальна громада,Громада,UA1206017
362,Курахівська територіальна громада,Громада,UA1416011
363,Мар'їнська територіальна громада,Громада,UA1416013
364,Мирноградська територіальна громада,Громада,UA1416015
365,Новогродівська територіальна громада,Громада,UA1416005
366,Очеретинська територіальна громада,Громада,UA1416019
367,Покровська територіальна громада,Громада,UA1208009
368,Селидівська територіальна громада,Громада,UA1416023
369,Удачненська територіальна громада,Громада,UA1416025
370,Шахівська територіальна громада,Громада,UA1416027
423,Андрушівська територіальна громада,Громада,UA1802001
424,м. Бердичів та Бердичівська територіальна громада,Громада,UA1802003
425,Вчорайшенська територіальна громада,Громада,UA1802005
426,Гришковецька територіальна громада,Громада,UA1802007
427,Краснопільська територіальна громада,Громада,UA0504009
428,Райгородська територіальна громада,Громада,UA0504019
429,Ружинська територіальна громада,Громада,UA1802013
430,Семенівська територіальна громада,Громада,UA1802015
431,Червоненська територіальна громада,Громада,UA1802017
432,Швайківська територіальна громада,Громада,UA1802019
433,Андрушківська територіальна громада,Громада,UA1804001
434,Березівська територіальна громада,Громада,UA1804003
435,Брусилівська територіальна громада,Громада,UA1804005
436,Високівська територіальна громада,Громада,UA1804007
437,Вишевицька територіальна громада,Громада,UA1804009
438,Вільшанська територіальна громада,Громада,UA1804011
440,Глибочицька територіальна громада,Громада,UA1804015
441,Городоцька територіальна громада,Громада,UA1804017
442,м. Житомир та Житомирська територіальна громада,Громада,UA1804019
444,Корнинська територіальна громада,Громада,UA1804023
445,Коростишівська територіальна громада,Громада,UA1804025
446,Курненська територіальна громада,Громада,UA1804027
447,Любарська територіальна громада,Громада,UA0506001
448,Миропільська територіальна громада,Громада,UA1804031
449,Новоборівська територіальна громада,Громада,UA1804033
450,Новогуйвинська територіальна громада,Громада,UA1804035
451,Оліївська територіальна громада,Громада,UA1804037
452,Попільнянська територіальна громада,Громада,UA1804039
453,Потіївська територіальна громада,Громада,UA1804041
454,Пулинська територіальна громада,Громада,UA1804043
455,Радомишльська територіальна громада,Громада,UA1804045
456,Романівська територіальна громада,Громада,UA1804047
457,Станишівська територіальна громада,Громада,UA1804049
458,Старосілецька територіальна громада,Громада,UA1804051
459,Тетерівська територіальна громада,Громада,UA1804053
460,Харитонівська територіальна громада,Громада,UA1804055
461,Хорошівська територіальна громада,Громада,UA1804057
462,Черняхівська територіальна громада,Громада,UA1804059
463,Чуднівська територіальна громада,Громада,UA1804061
464,Баранівська територіальна громада,Громада,UA1808001
465,Барашівська територіальна громада,Громада,UA1808003
466,Брониківська територіальна громада,Громада,UA1808005
467,Городницька територіальна громада,Громада,UA1808007
468,Довбиська територіальна громада,Громада,UA1808009
469,Дубрівська територіальна громада,Громада,UA1808011
471,м. Звягель та Звягельська територіальна громада,Громада,UA1808015
472,Піщівська територіальна громада,Громада,UA1808017
473,Стриївська територіальна громада,Громада,UA1808019
474,Чижівська територіальна громада,Громада,UA1808021
470,Ємільчинська територіальна громада,Громада,UA1808013
476,Білокоровицька територіальна громада,Громада,UA1806001
477,Гладковицька територіальна громада,Громада,UA1806003
478,Горщиківська територіальна громада,Громада,UA1806005
480,м. Коростень та Коростенська територіальна громада,Громада,UA1806009
481,Лугинська територіальна громада,Громада,UA1806011
483,Народицька територіальна громада,Громада,UA1806015
486,Словечанська територіальна громада,Громада,UA1806021
487,Ушомирська територіальна громада,Громада,UA1806023
488,Чоповицька територіальна громада,Громада,UA1806025
479,Іршанська територіальна громада,Громада,UA1806007
503,Батівська територіальна громада,Громада,UA2102001
505,Великоберезька територіальна громада,Громада,UA2102005
506,Великобийганська територіальна громада,Громада,UA2102007
508,м. Виноградів та Виноградівська територіальна громада,Громада,UA2102011
509,Кам'янська територіальна громада,Громада,UA1204015
510,Королівська територіальна громада,Громада,UA2102015
511,Косоньська територіальна громада,Громада,UA2102017
512,Пийтерфолвівська територіальна громада,Громада,UA2102019
540,Великолучківська територіальна громада,Громада,UA2104001
541,Верхньокоропецька територіальна громада,Громада,UA2104003
542,Воловецька територіальна громада,Громада,UA2104005
543,Горондівська територіальна громада,Громада,UA2104007
58,Коростенський район,Район,UA1806
544,Жденіївська територіальна громада,Громада,UA2104009
546,Кольчинська територіальна громада,Громада,UA2104013
548,Неліпинська територіальна громада,Громада,UA2104017
549,Нижньоворітська територіальна громада,Громада,UA2104019
550,Полянська територіальна громада,Громада,UA2104021
551,Свалявська територіальна громада,Громада,UA2104023
552,Чинадіївська територіальна громада,Громада,UA2104025
545,Івановецька територіальна громада,Громада,UA2104011
536,Богданська територіальна громада,Громада,UA2106001
537,Великобичківська територіальна громада,Громада,UA2106003
539,Ясінянська територіальна громада,Громада,UA2106007
64,Тячівський район,Район,UA2108
513,Бедевлянська територіальна громада,Громада,UA2108001
514,Буштинська територіальна громада,Громада,UA2108003
515,Вільховецька територіальна громада,Громада,UA2108005
516,Дубівська територіальна громада,Громада,UA0706013
517,Нересницька територіальна громада,Громада,UA2108009
518,Солотвинська територіальна громада,Громада,UA2108011
519,Тересвянська територіальна громада,Громада,UA2108013
521,Углянська територіальна громада,Громада,UA2108017
522,Усть-Чорнянська територіальна громада,Громада,UA2108019
489,Баранинська територіальна громада,Громада,UA2110001
490,Великоберезнянська територіальна громада,Громада,UA2110003
491,Великодобронська територіальна громада,Громада,UA2110005
492,Дубриницько-Малоберезня територіальна громада,Громада,UA2110007
493,Костринська територіальна громада,Громада,UA2110009
494,Оноківська територіальна громада,Громада,UA2110011
495,Перечинська територіальна громада,Громада,UA2110013
496,Середнянська територіальна громада,Громада,UA2110015
497,Ставненська територіальна громада,Громада,UA2110017
498,Сюртівська територіальна громада,Громада,UA2110019
499,Тур'є-Реметівська територіальна громада,Громада,UA2110021
500,м. Ужгород та Ужгородська територіальна громада,Громада,UA2110023
501,Холмківська територіальна громада,Громада,UA2110025
523,Білківська територіальна громада,Громада,UA2112001
524,Вишківська територіальна громада,Громада,UA2112003
525,Горінчівська територіальна громада,Громада,UA2112005
526,Довжанська територіальна громада,Громада,UA2112007
527,Драгівська територіальна громада,Громада,UA2112009
528,Зарічанська територіальна громада,Громада,UA2112011
530,Керецьківська територіальна громада,Громада,UA2112015
531,Колочавська територіальна громада,Громада,UA2112017
533,Пилипецька територіальна громада,Громада,UA2112021
534,Синевирська територіальна громада,Громада,UA2112023
553,Андрівська територіальна громада,Громада,UA2302001
554,Андріївська територіальна громада,Громада,UA1412001
556,Берестівська територіальна громада,Громада,UA2302007
557,Коларівська територіальна громада,Громада,UA2302009
558,Осипенківська територіальна громада,Громада,UA2302011
559,Приморська територіальна громада,Громада,UA2302013
560,Чернігівська територіальна громада,Громада,UA2302015
593,Благовіщенська територіальна громада,Громада,UA2304001
594,Василівська територіальна громада,Громада,UA2304003
595,Великобілозерська територіальна громада,Громада,UA1416003
597,Дніпрорудненська територіальна громада,Громада,UA2304009
598,м. Енергодар та Енергодарська територіальна громада,Громада,UA2304011
599,Кам'янсько-Дніпровська територіальна громада,Громада,UA1202001
600,Малобілозерська територіальна громада,Громада,UA1416003
601,Михайлівська територіальна громада,Громада,UA2304017
602,Роздольська територіальна громада,Громада,UA2304019
603,Степногірська територіальна громада,Громада,UA2304021
561,Біленьківська територіальна громада,Громада,UA2306001
562,Вільнянська територіальна громада,Громада,UA2306003
563,Долинська територіальна громада,Громада,UA2306005
564,м. Запоріжжя та Запорізька територіальна громада,Громада,UA2306007
565,Комишуваська територіальна громада,Громада,UA2306009
566,Кушугумська територіальна громада,Громада,UA2306011
567,Матвіївська територіальна громада,Громада,UA2306013
569,Михайло-Лукашівська територіальна громада,Громада,UA2306017
568,Михайлівська територіальна громада,Громада,UA2306015
574,Степненська територіальна громада,Громада,UA2306027
575,Таврійська територіальна громада,Громада,UA2306029
576,Тернуватська територіальна громада,Громада,UA2306031
577,Широківська територіальна громада,Громада,UA1206029
605,Кирилівська територіальна громада,Громада,UA2308003
606,Костянтинівська територіальна громада,Громада,UA1412007
607,м. Мелітополь та Мелітопольська територіальна громада,Громада,UA2308007
608,Мирненська територіальна громада,Громада,UA1404009
609,Новенська територіальна громада,Громада,UA2308011
610,Новобогданівська територіальна громада,Громада,UA1212001
611,Нововасилівська територіальна громада,Громада,UA2308015
612,Новоуспенівська територіальна громада,Громада,UA2308017
616,Семенівська територіальна громада,Громада,UA1802015
617,Терпіннівська територіальна громада,Громада,UA2308027
578,Більмацька територіальна громада,Громада,UA2310001
579,Воздвижівська територіальна громада,Громада,UA2310003
580,Воскресенська територіальна громада,Громада,UA2310005
581,Гуляйпільська територіальна громада,Громада,UA2310007
582,Комиш-Зорянська територіальна громада,Громада,UA2310009
583,Малинівська територіальна громада,Громада,UA2310011
584,Малотокмачанська територіальна громада,Громада,UA2310013
585,Молочанська територіальна громада,Громада,UA2310015
586,Оріхівська територіальна громада,Громада,UA2310017
587,Пологівська територіальна громада,Громада,UA2310019
588,Преображенська територіальна громада,Громада,UA2310021
589,Розівська територіальна громада,Громада,UA2310023
590,Смирновська територіальна громада,Громада,UA2310025
592,Федорівська територіальна громада,Громада,UA2310029
733,м. Бориспіль та Бориспільська територіальна громада,Громада,UA3204001
734,Вороньківська територіальна громада,Громада,UA3204003
736,Дівичківська територіальна громада,Громада,UA3204007
737,Золочівська територіальна громада,Громада,UA3204009
738,м. Переяслав та Переяславська територіальна громада,Громада,UA3204011
739,Пристолична територіальна громада,Громада,UA3204013
741,Ташанська територіальна громада,Громада,UA3204017
742,Циблівська територіальна громада,Громада,UA3204019
743,Яготинська територіальна громада,Громада,UA3204021
682,Баришівська територіальна громада,Громада,UA3206001
683,м. Березань та Березанська територіальна громада,Громада,UA3206003
685,Великодимерська територіальна громада,Громада,UA3206007
686,Зазимська територіальна громада,Громада,UA3206009
687,Згурівська територіальна громада,Громада,UA3206011
688,Калинівська територіальна громада,Громада,UA3206013
689,Калитянська територіальна громада,Громада,UA3206015
700,Бородянська територіальна громада,Громада,UA3208003
701,Борщагівська територіальна громада,Громада,UA3208005
699,Білогородська територіальна громада,Громада,UA3208001
703,Вишнева територіальна громада,Громада,UA3208009
704,Гостомелська територіальна громада,Громада,UA3208011
705,Дмитрівська територіальна громада,Громада,UA3208013
707,Коцюбинська територіальна громада,Громада,UA3208017
708,Макарівська територіальна громада,Громада,UA3208019
792,Мар’янівська територіальна громада,Громада,UA3506011
709,Немішаївська територіальна громада,Громада,UA3208021
710,Пісківська територіальна громада,Громада,UA3208023
711,м. Біла Церква та Білоцерківська територіальна громада,Громада,UA3202001
712,Володарська територіальна громада,Громада,UA3202003
713,Гребінківська територіальна громада,Громада,UA3202005
714,Ковалівська територіальна громада,Громада,UA3202007
715,Маловільшанська територіальна громада,Громада,UA1804011
716,Медвинська територіальна громада,Громада,UA3202011
717,Рокитнянська територіальна громада,Громада,UA3202013
718,Сквирська територіальна громада,Громада,UA3202015
719,Ставищенська територіальна громада,Громада,UA3202017
720,Таращанська територіальна громада,Громада,UA3202019
721,Тетіївська територіальна громада,Громада,UA3202021
723,Фурсівська територіальна громада,Громада,UA3202025
744,Вишгородська територіальна громада,Громада,UA3210001
745,Димерська територіальна громада,Громада,UA3210003
747,Петрівська територіальна громада,Громада,UA3210007
748,Пірнівська територіальна громада,Громада,UA3210009
750,м. Славутич та Славутицька територіальна громада,Громада,UA3210013
746,Іванківська територіальна громада,Громада,UA3210005
724,Богуславська територіальна громада,Громада,UA3212001
725,м. Васильків та Васильківська територіальна громада,Громада,UA1214003
726,Кагарлицька територіальна громада,Громада,UA3212005
727,Козинська територіальна громада,Громада,UA3212007
728,Миронівська територіальна громада,Громада,UA3212009
731,Українська територіальна громада,Громада,UA1214037
732,Феодосіївська територіальна громада,Громада,UA3212017
690,Бишівська територіальна громада,Громада,UA3214001
692,Гатненська територіальна громада,Громада,UA3214005
693,Глевахівська територіальна громада,Громада,UA3214007
694,Калинівська територіальна громада,Громада,UA3214009
695,Кожанська територіальна громада,Громада,UA3214011
696,Томашівська територіальна громада,Громада,UA3214013
698,Чабанівська територіальна громада,Громада,UA3214017
82,Голованівський район,Район,UA3502
768,Благовіщенська територіальна громада,Громада,UA2304001
769,Вільшанська територіальна громада,Громада,UA1804011
770,Гайворонська територіальна громада,Громада,UA3502005
771,Голованівська територіальна громада,Громада,UA3502007
772,Заваллівська територіальна громада,Громада,UA3502009
773,Надлацька територіальна громада,Громада,UA3502011
774,Новоархангельська територіальна громада,Громада,UA3502013
775,Перегонівська територіальна громада,Громада,UA3502015
777,Побузька територіальна громада,Громада,UA3502019
776,Підвисоцька територіальна громада,Громада,UA3502017
81,Кропивницький район,Район,UA3504
751,Аджамська територіальна громада,Громада,UA3504001
752,Бобринецька територіальна громада,Громада,UA3504003
753,Великосеверинівська територіальна громада,Громада,UA0506011
754,Гурівська територіальна громада,Громада,UA3504007
755,Дмитрівська територіальна громада,Громада,UA3504009
756,Долинська територіальна громада,Громада,UA2306005
757,м. Знам'янка та Знам’янська територіальна громада,Громада,UA3504013
758,Катеринівська територіальна громада,Громада,UA3504015
759,Кетрисанівська територіальна громада,Громада,UA3504017
760,Компаніївська територіальна громада,Громада,UA3504019
761,м. Кропивницький та Кропивницька територіальна громада,Громада,UA3504021
762,Новгородківська територіальна громада,Громада,UA0510005
763,Олександрівська територіальна громада,Громада,UA3504025
764,Первозванівська територіальна громада,Громада,UA1402003
765,Соколівська територіальна громада,Громада,UA3504029
766,Суботцівська територіальна громада,Громада,UA3504031
767,Устинівська територіальна громада,Громада,UA3504033
787,Ганнівська територіальна громада,Громада,UA3506001
788,Глодоська територіальна громада,Громада,UA3506003
789,Добровеличківська територіальна громада,Громада,UA1210003
791,Маловисківська територіальна громада,Громада,UA3506009
793,Новомиргородська територіальна громада,Громада,UA3506013
794,Новоукраїнська територіальна громада,Громада,UA1214037
796,Помічнянська територіальна громада,Громада,UA3506019
795,Піщанобрідська територіальна громада,Громада,UA3506017
797,Рівнянська територіальна громада,Громада,UA3506021
798,Смолінська територіальна громада,Громада,UA3506023
799,Тишківська територіальна громада,Громада,UA3506025
778,Великоандрусівська територіальна громада,Громада,UA3508001
779,Новопразька територіальна громада,Громада,UA3508003
780,м. Олександрія та Олександрійська територіальна громада,Громада,UA3508005
781,Онуфріївська територіальна громада,Громада,UA3508007
782,Пантаївська територіальна громада,Громада,UA3508009
783,Петрівська територіальна громада,Громада,UA3508011
784,Попельнастівська територіальна громада,Громада,UA3508013
785,Приютівська територіальна громада,Громада,UA3508015
786,м. Світловодськ та Світловодська територіальна громада,Громада,UA3508017
1911,м. Зимогір'я та Зимогір'ївська територіальна громада,Громада,UA4402003
1905,м. Сорокине та Сорокинська територіальна громада,Громада,UA4404003
1910,м. Лутугине та Лутугинська територіальна громада,Громада,UA4406003
1902,м. Антрацит та Антрацитівська територіальна громада,Громада,UA4408001
1907,м. Ровеньки та Ровеньківська територіальна громада,Громада,UA4408003
1906,м. Хрустальний та Хрустальненська територіальна громада,Громада,UA4408005
808,Білокуракинська територіальна громада,Громада,UA4410001
809,Коломийчиська територіальна громада,Громада,UA4410003
810,Красноріченська територіальна громада,Громада,UA4410005
811,Лозно-Олександрівська територіальна громада,Громада,UA4410007
812,Нижньодуванська територіальна громада,Громада,UA4410009
813,Сватівська територіальна громада,Громада,UA4410011
814,Троїцька територіальна громада,Громада,UA1212011
800,Біловодська територіальна громада,Громада,UA4414001
801,Білолуцька територіальна громада,Громада,UA0708017
802,Марківська територіальна громада,Громада,UA4414005
803,Міловська територіальна громада,Громада,UA4414007
805,Старобільська територіальна громада,Громада,UA4414011
806,Чмирівська територіальна громада,Громада,UA1208003
807,Шульгинська територіальна громада,Громада,UA4414015
817,м. Лисичанськ та Лисичанська територіальна громада,Громада,UA4412005
818,Попаснянська територіальна громада,Громада,UA4412007
819,м. Рубіжне та Рубіжанська територіальна громада,Громада,UA4412009
820,м. Сіверськодонецьк та Сіверськодонецька територіальна громада,Громада,UA1408003
87,Щастинський район,Район,UA4416
821,Нижньотеплівська територіальна громада,Громада,UA4416001
822,Новоайдарська територіальна громада,Громада,UA4414009
823,Станично-Луганська територіальна громада,Громада,UA4416005
824,Широківська територіальна громада,Громада,UA4416007
825,Щастинська територіальна громада,Громада,UA4416009
867,м. Борислав та Бориславська територіальна громада,Громада,UA4602001
868,м. Дрогобич та Дрогобицька територіальна громада,Громада,UA4602003
869,Меденицька територіальна громада,Громада,UA4602005
870,Східницька територіальна громада,Громада,UA4602007
871,м. Трускавець та Трускавецька територіальна громада,Громада,UA4602009
872,Бродівська територіальна громада,Громада,UA4604001
906,Синюхинобрідська територіальна громада,Громада,UA4808015
988,Знам’янська територіальна громада,Громада,UA3504013
1803,Алчевський район,Район,UA4402
874,Заболотцівська територіальна громада,Громада,UA4604005
875,Золочівська територіальна громада,Громада,UA3204009
876,Красненська територіальна громада,Громада,UA4604009
878,Поморянська територіальна громада,Громада,UA4604013
877,Підкамінська територіальна громада,Громада,UA4604011
834,Великолюбінська територіальна громада,Громада,UA4606003
835,Глинянська територіальна громада,Громада,UA4606005
836,Городоцька територіальна громада,Громада,UA1804017
837,Давидівська територіальна громада,Громада,UA4606009
838,Добросинсько-Магерівська територіальна громада,Громада,UA4606011
839,Жовківська територіальна громада,Громада,UA4606013
840,Жовтанецька територіальна громада,Громада,UA4606015
841,Зимноводівська територіальна громада,Громада,UA4606017
842,Кам’янка-Бузька територіальна громада,Громада,UA4804003
843,Комарнівська територіальна громада,Громада,UA4606021
844,Куликівська територіальна громада,Громада,UA4606023
846,Мурованська територіальна громада,Громада,UA4606027
847,Новояричівська територіальна громада,Громада,UA4606029
848,Оброшинська територіальна громада,Громада,UA4606031
849,Перемишлянська територіальна громада,Громада,UA4606033
851,Пустомитівська територіальна громада,Громада,UA4606037
850,Підберізцівська територіальна громада,Громада,UA4606035
852,Рава-Руська територіальна громада,Громада,UA4606039
853,Сокільницька територіальна громада,Громада,UA4606041
854,Солонківська територіальна громада,Громада,UA4606043
857,Боринська територіальна громада,Громада,UA4608003
856,Бісковицька територіальна громада,Громада,UA4608001
